venue,address,country,latitude,longitude,humandate,humantime,startdate,enddate,instructor,helper,carpentry,curriculum,title,slug,flavor
Online,online,NA,NA,NA,"February 05 - 08, 2024",9:00 - 13:00 CET,2024-02-04T23:00:00Z,2024-02-07T23:00:00Z,"Djura Smits, Sven van der Burg, Robin Richardson","Ewan Cahen",ds,ds-dl-intro,Introduction to Deep Learning,2024-02-05-ds-dl-intro,NA
